"","respID","sys_StartTime","sys_EndTime","Time Taken","sys_SumPageTimes","sys_StartTimeStamp","sys_EndTimeStamp","sys_DataSource","sys_RespStatus","sys_RespRemoved","sys_DispositionCode","completion_status","sys_UserJavaScript","sys_UserAgent","sys_OperatingSystem","sys_Browser","sys_ScreenWidth","sys_CAPIDeviceID","PROLIFICPID","PID","AC1_1","AC1_2","AC1_3","AC1_4","AC1","AC2","AC3","AC4","Fixed_Task_Response","Choice1","Choice2","Choice3","Choice4","Choice5","Choice6","Choice7","Choice8","Choice9","Choice10","Choice11","Choice12","Choice13","Choice14","Choice15","Source_Imp","Expense_Imp","Benefit_Imp","Effort_Imp","Carbon_imp","Envt_r1","Envt_r2","Envt_r3","envt","Trust","Alt1","Alt2","Alt3","Alt4","Alt5","Alt6","altruism","Self_interest1","Self_interest2","Self_interest3","self_interest","Tradition1","Tradition2","Tradition3","traditionalism","Change1","Change2","Change3","open_to_change","home","feasibilitysolar","feasibilitygreen","bill","Zip","income","education","politics","politics_3_other","age","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","race_7_other","sys_CBCVersion_PilotDCE","sys_CBCDesignID_PilotDCE","sys_pagetime_1","sys_pagetime_2","sys_pagetime_3","sys_pagetime_4","sys_pagetime_5","sys_pagetime_6","sys_pagetime_7","sys_pagetime_8","sys_pagetime_9","sys_pagetime_10","sys_pagetime_11","sys_pagetime_12","sys_pagetime_13","sys_pagetime_14","sys_pagetime_15","sys_pagetime_16","sys_pagetime_17","sys_pagetime_18","sys_pagetime_19","sys_pagetime_20","sys_pagetime_21","sys_pagetime_22","sys_pagetime_23","sys_pagetime_24","sys_pagetime_25","sys_pagetime_26","sys_pagetime_27","sys_pagetime_28","sys_pagetime_29","sys_pagetime_30","sys_pagetime_31","sys_pagetime_32","sys_pagetime_33","sys_pagetime_34","sys_pagetime_35","sys_pagetime_36","sys_pagetime_37","sys_pagetime_38","sys_pagetime_39","sys_pagetime_40","sys_pagetime_41","sys_pagetime_42","sys_pagetime_43","sys_pagetime_44","att_score"
"77",88,"28 Feb 2022 - 17:43:14 CST","28 Feb 2022 - 17:53:55 CST",641,634,1646091794,1646092435,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","Mac OS X 10.15.7","Safari 14.1.2",1242,NA,"60ff40e05b58cfb5ed96498a","60ff40e05b58cfb5ed96498a",0,0,1,1,"Correct","Correct","Correct","Incorrect","Correct",2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,"Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Very Important","Agree","Agree","Strongly Agree",4.33333333333333,2,4,5,4,4,4,4,4,3,2,3,2.33333333333333,2,5,3,3.66666666666667,3,3,3,3,"No","No","No",120,19122,"Less than $25,000","Bachelor's degree","Democrat","","18-25","Female",1,0,0,0,0,0,0,0,"",88,"CBC1_1645635478_6",NA,4,9,15,14,19,11,6,15,21,13,2,11,8,9,6,9,40,26,5,18,23,33,14,11,25,13,10,12,13,13,25,18,13,13,14,12,51,30,5,4,7,13,1,3
"78",89,"28 Feb 2022 - 17:43:15 CST","28 Feb 2022 - 17:51:29 CST",494,494,1646091795,1646092289,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1368,NA,"61107691c1f7335543bcb758","61107691c1f7335543bcb758",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,"Somewhat Important","Somewhat Important","Slightly Important","Not at all important","Very Important","Strongly Agree","Agree","Agree",4.33333333333333,2,4,5,5,3,5,5,4.16666666666667,2,1,1,1,1,3,2,3,4,3,3,3.33333333333333,"No","Dont Know","Dont Know",0,60175,"100,000-149,999","Some College","Democrat","","18-25","Female",1,0,0,0,0,0,0,0,"",89,"CBC1_1645635478_6",NA,5,3,14,14,27,8,10,8,5,10,8,8,17,46,4,6,4,25,3,16,22,8,8,10,7,10,6,9,11,7,8,9,8,12,18,17,40,25,5,3,4,4,2,4
"79",90,"28 Feb 2022 - 17:43:21 CST","28 Feb 2022 - 17:57:14 CST",833,830,1646091801,1646092634,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1232,NA,"60a31ba31e044a46623e08d6","60a31ba31e044a46623e08d6",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",3,1,1,3,3,1,3,3,2,3,3,3,3,3,3,"Somewhat Important","Extremely Important","Very Important","Somewhat Important","Slightly Important","Agree","Agree","Agree",4,3,4,4,4,4,4,4,3.83333333333333,3,3,3,3.66666666666667,5,5,5,4.66666666666667,4,4,4,4,"Yes","Dont Know","Yes",100,28675,"Less than $25,000","Bachelor's degree","Prefer not to answer","","46-55","Female",1,0,0,0,0,0,0,0,"",90,"CBC1_1645635478_6",NA,11,7,120,15,19,11,15,15,8,73,11,8,11,8,13,10,6,43,7,27,20,15,13,13,14,11,8,12,12,18,21,6,18,10,23,66,49,23,7,6,12,10,5,4
"80",91,"28 Feb 2022 - 17:43:19 CST","28 Feb 2022 - 17:53:57 CST",638,634,1646091799,1646092437,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1280,NA,"5d305152b2cfe00019231a2a","5d305152b2cfe00019231a2a",0,0,1,1,"Correct","Incorrect","Correct","Correct","Correct",3,2,3,1,3,1,3,1,1,3,2,1,3,2,3,"Somewhat Important","Very Important","Very Important","Very Important","Somewhat Important","Agree","Agree","Agree",4,3,3,3,4,3,5,5,3.83333333333333,3,2,3,2.33333333333333,2,3,3,3,3,3,3,3,"No","Dont Know","Dont Know",300,55117,"Prefer not to answer","Some College","Democrat","","26-35","Male",1,0,0,0,0,0,0,0,"",91,"CBC1_1645635478_6",NA,6,7,22,19,53,19,17,26,43,14,8,8,13,12,9,10,19,20,11,14,15,13,17,14,13,10,17,9,7,9,6,7,13,10,10,17,45,24,5,5,8,8,2,3
"81",92,"28 Feb 2022 - 17:43:24 CST","28 Feb 2022 - 17:52:21 CST",537,535,1646091804,1646092341,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1920,NA,"6100cd2dc65cbf72a4b649bf","6100cd2dc65cbf72a4b649bf",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,"Very Important","Extremely Important","Somewhat Important","Not at all important","Very Important","Strongly Agree","Strongly Agree","Strongly Agree",5,1,4,5,5,3,5,5,4.33333333333333,3,2,2,2.66666666666667,4,5,2,4,5,5,4,4.66666666666667,"No","Dont Know","Dont Know",80,21310,"25,000-49,999","Bachelor's degree","Democrat","","26-35","Female",1,0,0,0,0,0,0,0,"",92,"CBC1_1645635478_6",NA,36,23,43,8,17,6,11,4,6,8,12,7,5,4,5,8,5,18,16,10,10,14,8,14,6,9,3,5,4,5,1,4,6,8,25,8,49,86,4,4,4,3,3,4
"82",93,"28 Feb 2022 - 17:43:31 CST","28 Feb 2022 - 17:49:26 CST",355,352,1646091811,1646092166,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","Mac OS X 10.15.7","Chrome 98.0.4758.80",1315,NA,"5e9902c3a64f740009842923","5e9902c3a64f740009842923",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,2,2,2,1,1,2,1,3,3,1,1,2,2,2,"Slightly Important","Very Important","Somewhat Important","Very Important","Extremely Important","Strongly Agree","Strongly Agree","Strongly Agree",5,2,5,5,5,4,5,5,4.33333333333333,2,6,2,4,4,5,3,4,4,3,3,3.33333333333333,"No","No","Yes",400,48176,"Less than $25,000","Bachelor's degree","Democrat","","26-35","Female",1,0,0,0,0,0,0,0,"",93,"CBC1_1645635478_6",NA,3,4,10,11,27,3,7,6,7,14,4,6,6,7,4,4,6,15,4,18,8,7,7,9,8,10,5,10,4,11,3,8,7,8,10,9,30,18,-1,3,5,4,2,4
"83",94,"28 Feb 2022 - 17:43:35 CST","28 Feb 2022 - 17:51:53 CST",498,500,1646091815,1646092313,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0","Windows 10.0","Firefox 97.0",1920,NA,"61692abb0f3acf7a49d91533","61692abb0f3acf7a49d91533",0,0,0,1,"Incorrect","Incorrect","Incorrect","Incorrect","Correct",2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,"Very Important","Somewhat Important","Extremely Important","Somewhat Important","Slightly Important","Strongly Agree","Agree","Strongly Agree",4.66666666666667,1,4,5,4,5,5,5,4.33333333333333,2,1,1,2.33333333333333,5,5,5,4.66666666666667,4,5,5,4.66666666666667,"Yes","No","No",300,44035,"Less than $25,000","Bachelor's degree","Prefer not to answer","","18-25","Female",0,0,0,1,0,0,0,0,"",94,"CBC1_1645635478_6",NA,4,4,12,14,10,7,4,6,6,10,10,4,10,5,3,14,11,17,7,18,18,9,11,8,24,14,11,16,3,13,2,5,9,6,27,28,61,31,7,6,5,5,5,1
"84",95,"28 Feb 2022 - 17:43:46 CST","28 Feb 2022 - 17:55:03 CST",677,672,1646091826,1646092503,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36 Edg/98.0.1108.56","Windows 10.0","Edg 98.0.1108.56",1440,NA,"5a6eac90d5d4cb0001d6815a","5a6eac90d5d4cb0001d6815a",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",3,2,2,2,2,3,1,1,3,3,3,3,3,1,2,"Somewhat Important","Very Important","Slightly Important","Very Important","Very Important","Agree","Agree","Agree",4,2,3,3,4,4,4,4,3.5,2,1,2,2,3,4,3,3.66666666666667,4,2,2,2.66666666666667,"No","Yes","Dont Know",200,91605,"75,000-99,999","Bachelor's degree","Democrat","","26-35","Female",0,0,0,0,0,0,1,0,"caucasian non-white",95,"CBC1_1645635478_6",NA,56,4,12,9,29,8,11,9,5,71,5,6,9,6,6,4,7,27,6,39,12,9,5,10,8,8,6,7,5,10,13,6,7,6,10,18,50,122,7,0,4,20,0,4
"85",96,"28 Feb 2022 - 17:44:10 CST","28 Feb 2022 - 18:02:35 CST",1105,1102,1646091850,1646092955,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36 Edg/98.0.1108.43","Windows 10.0","Edg 98.0.1108.43",1366,NA,"5d2df745da13f60018d14b64","5d2df745da13f60018d14b64",0,0,1,1,"Correct","Correct","Correct","Incorrect","Correct",2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,"Somewhat Important","Extremely Important","Not at all important","Not at all important","Extremely Important","Strongly Agree","Strongly Agree","Strongly Agree",5,2,4,4,5,4,5,5,4.33333333333333,3,2,2,2.66666666666667,4,5,3,4,4,3,4,3.66666666666667,"Yes","No","Dont Know",175,17543,"75,000-99,999","Some College","Other","Independent","36-45","Male",1,0,0,0,0,0,0,0,"",96,"CBC1_1645635478_6",NA,61,36,14,8,22,33,15,11,5,16,8,11,2,5,99,23,19,179,8,17,8,10,9,8,68,5,6,8,7,8,9,15,11,9,20,24,229,23,4,3,15,8,3,3
"86",97,"28 Feb 2022 - 17:44:35 CST","28 Feb 2022 - 18:07:42 CST",1387,1385,1646091875,1646093262,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (X11; CrOS x86_64 14388.61.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.107 Safari/537.36","Chrome OS","Chrome 98.0.4758.107",1670,NA,"5e8727fb90c37002d97ca052","5e8727fb90c37002d97ca052",0,0,0,1,"Incorrect","Correct","Correct","Correct","Correct",2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,"Extremely Important","Very Important","Somewhat Important","Slightly Important","Extremely Important","Strongly Agree","Strongly Agree","Strongly Agree",5,3,5,5,5,4,4,4,4,2,1,2,2.66666666666667,5,5,4,4.66666666666667,5,5,5,5,"Yes","Yes","I already have green electricity",150,13676,"75,000-99,999","Graduate or Professional degree","Democrat","","36-45","Female",1,0,0,0,0,0,0,0,"",97,"CBC1_1645635478_6",NA,7,15,9,8,21,8,11,7,9,544,13,5,16,4,4,7,6,35,9,13,14,10,19,13,292,8,9,8,37,8,6,9,12,8,19,41,65,18,4,3,8,19,4,4
"87",98,"28 Feb 2022 - 17:44:37 CST","28 Feb 2022 - 17:53:05 CST",508,507,1646091877,1646092385,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1344,NA,"5f36cce4f707260f387cf43c","5f36cce4f707260f387cf43c",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,"Somewhat Important","Very Important","Very Important","Slightly Important","Somewhat Important","Agree","Agree","Agree",4,2,2,2,3,3,4,4,2.83333333333333,1,1,2,2.33333333333333,4,5,3,3.66666666666667,3,3,3,3,"No","No","Dont Know",80,41075,"25,000-49,999","Graduate or Professional degree","Democrat","","26-35","Female",1,0,0,0,0,0,0,0,"",98,"CBC1_1645635478_6",NA,7,10,13,55,15,3,19,11,9,14,7,12,7,8,5,7,5,16,6,64,15,11,12,7,5,8,7,4,3,5,5,6,7,3,17,19,42,19,3,4,5,5,2,4
"88",99,"28 Feb 2022 - 17:44:47 CST","28 Feb 2022 - 17:56:31 CST",704,700,1646091887,1646092591,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1920,NA,"61031e7a1daea21c2aa0182f","61031e7a1daea21c2aa0182f",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",2,1,2,2,2,2,1,3,2,1,2,1,1,1,2,"Very Important","Somewhat Important","Somewhat Important","Slightly Important","Very Important","Strongly Agree","Agree","Strongly Agree",4.66666666666667,2,5,5,5,5,5,5,4.5,2,1,3,2.33333333333333,3,5,2,3.66666666666667,4,3,3,3.33333333333333,"No","No","No",130,43219,"25,000-49,999","Bachelor's degree","Democrat","","18-25","Female",1,0,0,0,0,0,0,0,"",99,"CBC1_1645635478_6",NA,30,7,13,8,11,9,16,13,6,8,5,8,10,15,3,14,11,12,6,17,20,19,21,13,19,29,19,11,11,17,30,21,31,15,13,12,46,110,6,3,4,7,1,4
"89",100,"28 Feb 2022 - 17:45:03 CST","28 Feb 2022 - 17:52:33 CST",450,444,1646091903,1646092353,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0","Windows 10.0","Firefox 97.0",1920,NA,"5ef90b249bafa50a311593ae","5ef90b249bafa50a311593ae",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",2,1,1,1,2,2,1,1,3,1,1,1,2,2,2,"Somewhat Important","Very Important","Very Important","Slightly Important","Somewhat Important","Strongly Agree","Strongly Agree","Strongly Agree",5,2,3,4,5,4,5,3,3.83333333333333,2,6,2,3.66666666666667,3,4,4,3.33333333333333,2,2,3,2.33333333333333,"No","No","Dont Know",100,32837,"25,000-49,999","High School/GED","Prefer not to answer","","18-25","Male",1,0,0,0,1,0,0,0,"",100,"CBC1_1645635478_6",NA,19,6,78,10,12,8,14,9,8,3,2,3,7,4,1,6,7,7,9,6,14,7,8,8,5,7,6,15,6,8,8,4,11,4,13,23,44,16,3,2,5,5,3,4
"90",101,"28 Feb 2022 - 17:45:03 CST","28 Feb 2022 - 17:49:55 CST",292,290,1646091903,1646092195,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1368,NA,"610804ce88c869f1cbb07cc6","610804ce88c869f1cbb07cc6",0,0,1,1,"Correct","Correct","Incorrect","Correct","Incorrect",3,2,2,3,2,3,2,3,3,3,3,2,1,3,3,"Somewhat Important","Extremely Important","Somewhat Important","Somewhat Important","Very Important","Agree","Agree","Agree",4,2,5,5,5,6,5,5,4.83333333333333,3,2,3,2.66666666666667,3,3,4,3.66666666666667,4,2,3,3,"No","No","No",100,10022,"Less than $25,000","Bachelor's degree","Democrat","","18-25","Female",1,0,0,0,0,0,0,0,"",101,"CBC1_1645635478_6",NA,3,4,4,4,7,0,2,6,5,4,4,2,2,2,1,5,3,5,12,5,53,6,6,7,10,4,9,4,7,6,5,5,5,2,14,3,30,19,2,4,3,4,2,2
"91",102,"28 Feb 2022 - 17:45:04 CST","28 Feb 2022 - 17:53:43 CST",519,515,1646091904,1646092423,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0","Windows 10.0","Firefox 97.0",1920,NA,"60e1e2e5bf8cfa6e08a411cb","60e1e2e5bf8cfa6e08a411cb",0,0,0,1,"Incorrect","Incorrect","Correct","Correct","Correct",2,3,2,1,1,1,1,2,1,2,1,1,2,1,1,"Very Important","Extremely Important","Extremely Important","Very Important","Very Important","Agree","Agree","Agree",4,2,4,4,5,4,6,6,4.66666666666667,3,3,3,3.33333333333333,4,5,4,4.33333333333333,4,4,4,4,"Yes","Yes","Dont Know",225,10013,"100,000-149,999","Some College","Democrat","","36-45","Female",1,0,0,0,0,0,0,0,"",102,"CBC1_1645635478_6",NA,10,9,49,14,28,12,14,6,12,10,6,9,4,8,6,32,8,8,23,13,13,12,9,4,7,11,5,5,10,5,5,11,5,6,12,17,38,39,4,3,9,2,2,3
"92",103,"28 Feb 2022 - 17:45:05 CST","28 Feb 2022 - 17:56:30 CST",685,683,1646091905,1646092590,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1920,NA,"6100c28ed43a1dea00f08633","6100c28ed43a1dea00f08633",0,0,1,0,"Incorrect","Correct","Correct","Correct","Correct",1,2,1,2,2,2,3,1,1,1,1,2,2,1,2,"Slightly Important","Somewhat Important","Somewhat Important","Very Important","Very Important","Strongly Agree","Strongly Agree","Strongly Agree",5,1,5,5,4,5,4,5,4,1,1,3,2.33333333333333,3,4,1,3,4,6,3,4.33333333333333,"Yes","Yes","Dont Know",250,56271,"50,000-74,999","Bachelor's degree","Democrat","","56-65","Female",1,0,0,0,0,0,0,0,"",103,"CBC1_1645635478_6",NA,4,12,24,12,21,17,12,9,6,14,8,9,4,6,4,11,8,25,7,28,22,37,18,15,11,47,11,12,20,24,9,14,21,10,30,17,80,22,5,4,6,4,3,4
"93",104,"28 Feb 2022 - 17:45:16 CST","28 Feb 2022 - 17:50:51 CST",335,331,1646091916,1646092251,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",2560,NA,"61268b0a2ca643114799f1e5","61268b0a2ca643114799f1e5",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",2,2,2,1,2,2,2,1,2,3,1,1,1,2,2,"Very Important","Very Important","Slightly Important","Somewhat Important","Not at all important","Agree","Agree","Agree",4,1,2,5,5,2,5,5,4.16666666666667,3,2,3,2.33333333333333,2,5,3,4,4,5,4,4.33333333333333,"No","No","No",90,74119,"50,000-74,999","Bachelor's degree","Democrat","","36-45","Male",1,0,0,0,1,0,0,0,"",104,"CBC1_1645635478_6",NA,4,6,10,10,8,5,9,12,8,9,6,7,1,3,3,8,11,15,4,14,6,9,7,3,4,15,1,2,8,4,5,7,1,2,18,12,42,14,4,3,6,3,2,4
"94",105,"28 Feb 2022 - 17:45:37 CST","28 Feb 2022 - 17:55:14 CST",577,574,1646091937,1646092514,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.3 Safari/605.1.15","Mac OS X 10.15.7","Safari 13.1.3",1440,NA,"61002ba0b3a3f15891c22b1d","61002ba0b3a3f15891c22b1d",0,0,1,1,"Correct","Correct","Incorrect","Correct","Correct",1,3,3,2,3,3,1,1,3,3,3,3,1,1,3,"Slightly Important","Very Important","Slightly Important","Very Important","Somewhat Important","Neutral","Agree","Agree",3.66666666666667,3,3,3,3,2,4,4,3.16666666666667,3,2,2,2.66666666666667,4,4,4,3.66666666666667,3,3,4,3.33333333333333,"Yes","Dont Know","Dont Know",100,83687,"75,000-99,999","High School/GED","Other","Independent","26-35","Female",1,0,0,0,0,0,0,0,"",105,"CBC1_1645635478_6",NA,10,6,24,19,26,21,16,18,16,20,13,10,11,9,6,16,8,28,10,20,19,15,10,9,11,12,6,9,8,7,8,4,9,6,13,16,46,21,5,5,17,7,4,3
"95",106,"28 Feb 2022 - 17:45:55 CST","28 Feb 2022 - 17:54:40 CST",525,522,1646091955,1646092480,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1500,NA,"61087b955234cb569e9be167","61087b955234cb569e9be167",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Extremely Important","Somewhat Important","Slightly Important","Not at all important","Extremely Important","Agree","Agree","Strongly Agree",4.33333333333333,2,4,4,4,4,5,5,4.16666666666667,3,2,2,2.66666666666667,4,5,4,4.33333333333333,4,4,5,4.33333333333333,"No","Yes","Yes",0,21218,"More than 200,000","Some College","Democrat","","18-25","Female",0,0,0,0,1,0,0,0,"",106,"CBC1_1645635478_6",NA,4,24,6,8,35,16,17,16,11,6,9,14,17,10,7,10,11,33,6,8,14,6,5,7,4,3,3,2,3,4,3,3,4,6,14,88,36,21,4,4,5,7,8,4
"96",107,"28 Feb 2022 - 17:46:07 CST","28 Feb 2022 - 17:55:11 CST",544,538,1646091967,1646092511,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1920,NA,"56d39b96da2aaa000dab6178","56d39b96da2aaa000dab6178",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,2,3,3,2,1,3,2,2,2,3,2,2,1,2,"Slightly Important","Very Important","Somewhat Important","Somewhat Important","Somewhat Important","Agree","Agree","Agree",4,3,4,5,4,5,4,4,4,2,1,4,2.66666666666667,3,5,4,4,3,3,3,3,"Yes","Yes","No",85,91733,"50,000-74,999","Bachelor's degree","Democrat","","26-35","Male",0,0,0,1,0,0,0,0,"",107,"CBC1_1645635478_6",NA,2,9,17,23,32,19,21,31,12,38,6,7,3,4,7,10,7,10,15,21,20,19,13,11,13,8,6,6,6,16,7,6,7,8,12,14,36,21,4,2,5,3,1,4
"97",108,"28 Feb 2022 - 17:46:10 CST","28 Feb 2022 - 18:03:55 CST",1065,1064,1646091970,1646093035,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Mac OS X 10.15.7","Chrome 98.0.4758.102",1391,NA,"5b4983840753d30001db8ab3","5b4983840753d30001db8ab3",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,1,1,2,2,1,1,2,1,2,2,1,2,2,1,"Somewhat Important","Somewhat Important","Slightly Important","Slightly Important","Very Important","Agree","Agree","Agree",4,2,5,5,4,3,5,5,4.16666666666667,3,1,2,1.66666666666667,2,3,2,3.33333333333333,5,4,4,4.33333333333333,"Yes","Dont Know","Yes",60,60645,"Less than $25,000","Graduate or Professional degree","Democrat","","26-35","Female",1,0,0,0,0,0,0,0,"",108,"CBC1_1645635478_6",NA,7,50,64,43,12,8,15,39,67,29,9,11,8,8,4,30,12,73,8,63,59,22,38,8,28,53,7,31,26,11,16,28,18,19,23,16,54,29,4,4,4,4,2,4
"98",109,"28 Feb 2022 - 17:46:48 CST","28 Feb 2022 - 17:58:02 CST",674,671,1646092008,1646092682,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1366,NA,"5eea18fc3e537f0c21f2e9df","5eea18fc3e537f0c21f2e9df",0,0,1,1,"Correct","Correct","Correct","Incorrect","Correct",2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,"Extremely Important","Extremely Important","Extremely Important","Not at all important","Extremely Important","Strongly Agree","Strongly Agree","Strongly Agree",5,1,5,5,5,5,5,5,4.5,2,1,1,2,4,3,3,3.33333333333333,4,3,3,3.33333333333333,"No","Yes","No",80,85282,"25,000-49,999","Some College","Other","Independent","36-45","Female",1,0,0,1,0,0,0,0,"",109,"CBC1_1645635478_6",NA,12,7,24,11,37,12,13,15,11,11,9,15,22,11,4,12,9,15,8,39,12,15,11,23,22,12,12,13,9,5,8,20,7,7,35,14,86,22,8,8,14,9,2,3
"99",111,"28 Feb 2022 - 17:47:41 CST","28 Feb 2022 - 17:56:06 CST",505,504,1646092061,1646092566,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0","Windows 10.0","Firefox 97.0",1920,NA,"5fc8a956800c80232e0b7a32","5fc8a956800c80232e0b7a32",0,0,1,1,"Correct","Incorrect","Incorrect","Correct","Correct",1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,"Extremely Important","Slightly Important","Somewhat Important","Extremely Important","Extremely Important","Agree","Strongly Agree","Strongly Agree",4.66666666666667,3,5,5,5,5,5,5,4.33333333333333,1,1,3,3,5,5,3,3.66666666666667,3,3,3,3,"No","Yes","Yes",150,95831,"50,000-74,999","High School/GED","Democrat","","26-35","Female",0,0,0,1,0,0,0,0,"",111,"CBC1_1645635478_6",NA,50,29,11,14,12,5,7,10,6,12,8,6,8,6,5,19,9,33,4,34,14,4,11,6,4,8,8,15,5,9,5,3,7,5,14,18,48,16,3,3,4,3,3,2
