StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ProID,AC1,AC100_NC,AC60_NC,AC30_NC,AC3,PV_AC1,Interest,Intention,Distrust1,Distrust2,Ben1,Ben2,Ben3,Ben4,SN1,SN2,SN3,TB1,TB2,SB1,SB2,SB3,SB4,cns1,cns2,cns3,cijm1,cijm2,cijm3,penv_nature,penv_localcom,penv_world,penv_futuregen,penv_worrycc,penv_impcom,penv_impworld,bill,CCA_aware,home,have_solar,pv_ads,Zip,birth_year_1,edu,inc,ideology,ideology_7_TEXT,politics,politics_4_TEXT,gender,gender_4_TEXT,race,race_7_TEXT,PROLIFIC_PID,Condition
8/11/2023 7:34,8/11/2023 7:40,IP Address,174.234.3.2,100,349,TRUE,8/11/2023 7:40,R_Q4ip9LPJ6Nto36h,,,,,39.7277,-104.9815,anonymous,EN,616c4f1eacaf6dcc36160230,Your Current Electricity Provider,,,TRUE,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,120,No,Yes,No,Yes,80602,1972,Bachelor's degree,"$75,000 - $99,999",Conservative,,Republican,,Male,,"White or Caucasian,Hispanic or Latin American",,616c4f1eacaf6dcc36160230,3
8/11/2023 7:31,8/11/2023 7:40,IP Address,174.208.41.85,100,557,TRUE,8/11/2023 7:40,R_3Douv5bVFLINe6F,,,,,42.9554,-78.8638,anonymous,EN,6073e0d481953bbd2cd61145,Your Current Electricity Provider,,TRUE,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,125,No,Yes,No,No,14228,1995,Bachelor's degree,"$75,000 - $99,999",Liberal,,Democrat,,Male,,White or Caucasian,,6073e0d481953bbd2cd61145,2
8/11/2023 7:35,8/11/2023 7:40,IP Address,73.117.102.251,100,284,TRUE,8/11/2023 7:40,R_2eVUcV2o7jQdJbd,,,,,40.6774,-80.6006,anonymous,EN,5ec9fc1650b79c158be48421,,,,,,"Installation,Maintenance,Troubleshooting,Financing",Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,300,No,Yes,No,No,43920,1976,Some college but no degree,"$25,000 - $49,999",Moderate or Middle of the Road,,Independent,,Female,,White or Caucasian,,5ec9fc1650b79c158be48421,8
8/11/2023 7:36,8/11/2023 7:40,IP Address,98.5.9.226,100,258,TRUE,8/11/2023 7:40,R_3MmsWy4QofMumQf,,,,,42.9102,-78.6625,anonymous,EN,5b6482e9f5bc0a00019fd571,New Electricity Provider,,,,None of the above,"Installation,Maintenance,Troubleshooting,Financing",Somewhat agree,Disagree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,Yes,Yes,No,Yes,14043,1980,Bachelor's degree,"$150,000 or more",Very Liberal,,Independent,,Male,,White or Caucasian,,5b6482e9f5bc0a00019fd571,7
8/11/2023 7:27,8/11/2023 7:40,IP Address,70.188.43.9,100,777,TRUE,8/11/2023 7:40,R_3FIMBo2QwEiWS5b,,,,,37.2759,-79.8839,anonymous,EN,6272923eedb5716b8b254954,New Electricity Provider,TRUE,,,"Solar,Wind,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,150,No,Yes,No,Yes,24179,1981,Associates or technical degree,"$75,000 - $99,999",Very Conservative,,Republican,,Female,,White or Caucasian,,6272923eedb5716b8b254954,4
8/11/2023 7:29,8/11/2023 7:40,IP Address,65.242.131.2,100,664,TRUE,8/11/2023 7:40,R_2zSDhP8KDdlbyiH,,,,,40.7123,-74.0068,anonymous,EN,5c670a430d80fd00014264f9,New Electricity Provider,TRUE,,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Disagree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,121,No,Yes,Yes,Yes,11214,1985,Bachelor's degree,"$100,000 - $149,999",Moderate or Middle of the Road,,Independent,,Male,,Asian,,5c670a430d80fd00014264f9,4
8/11/2023 7:36,8/11/2023 7:41,IP Address,72.205.34.117,100,248,TRUE,8/11/2023 7:41,R_211cZTsv57ipzNy,,,,,38.7783,-77.1219,anonymous,EN,5dc1ce524d2b6613ad855676,New Electricity Provider,,,,None of the above,"Installation,Maintenance,Troubleshooting,Financing",Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,350,No,Yes,No,No,22307,1981,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.","$150,000 or more",Something else (describe),Anarchist,None of these,,Prefer to self-describe,Agender,White or Caucasian,,5dc1ce524d2b6613ad855676,7
8/11/2023 7:34,8/11/2023 7:41,IP Address,24.18.167.35,100,384,TRUE,8/11/2023 7:41,R_xl4tpgJvmY5NNyV,,,,,47.6176,-122.1424,anonymous,EN,614f89a9441723072040d4de,New Electricity Provider,,,,None of the above,"Installation,Financing",Agree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,20,Not Sure,Yes,Yes,Yes,98004,1963,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.","$150,000 or more",Liberal,,Democrat,,Male,,White or Caucasian,,614f89a9441723072040d4de,7
8/11/2023 7:36,8/11/2023 7:41,IP Address,174.207.102.234,100,267,TRUE,8/11/2023 7:41,R_1IhZ8fmlf07Ycp8,,,,,41.0614,-81.5266,anonymous,EN,5dd30f79a9ead0313a9680a0,New Electricity Provider,,,TRUE,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting",Strongly agree,Somewhat agree,Disagree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,250,Yes,Yes,No,Yes,44138,1986,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.","$100,000 - $149,999",Moderate or Middle of the Road,,Independent,,Male,,White or Caucasian,,5dd30f79a9ead0313a9680a0,6
8/11/2023 7:35,8/11/2023 7:41,IP Address,104.32.98.154,100,400,TRUE,8/11/2023 7:41,R_2rBAJaoIQNRcf02,,,,,34.5705,-118.029,anonymous,EN,5e5e623737be5e1762ad4418,Federal Government,TRUE,,,Solar,"Installation,Maintenance,Troubleshooting,Financing",Strongly agree,Strongly agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,Yes,Yes,Yes,Yes,90011,2000,Bachelor's degree,"$50,000 - $74,999",Moderate or Middle of the Road,,Democrat,,Male,,White or Caucasian,,5e5e623737be5e1762ad4418,4
8/11/2023 7:39,8/11/2023 7:41,IP Address,24.253.49.132,100,149,TRUE,8/11/2023 7:41,R_1OAYvEs2hK895nj,,,,,36.175,-115.1372,anonymous,EN,5effc7a64495250cbb0d8de8,Your Current Electricity Provider,,TRUE,,"Solar,Wind,Hydropower","Installation,Maintenance,Troubleshooting",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,50,No,Yes,Yes,Yes,89103,1982,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.","$75,000 - $99,999",Conservative,,Republican,,Male,,Asian,,5effc7a64495250cbb0d8de8,5
8/11/2023 7:37,8/11/2023 7:41,IP Address,136.226.56.167,100,287,TRUE,8/11/2023 7:41,R_1ePPHLGOwUp54hl,,,,,45.5288,-122.6821,anonymous,EN,582627e157062600014023a1,New Electricity Provider,TRUE,,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Somewhat agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,150,No,Yes,No,Yes,97302,1987,Bachelor's degree,"$75,000 - $99,999",Liberal,,Democrat,,Male,,White or Caucasian,,582627e157062600014023a1,4
8/11/2023 7:36,8/11/2023 7:41,IP Address,24.190.200.154,100,351,TRUE,8/11/2023 7:41,R_1ImaUMmupsNIYdt,,,,,40.6327,-73.6333,anonymous,EN,5ba288c63fd80800016308c4,,,,,,"Installation,Maintenance,Troubleshooting,Financing",Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,999,No,Yes,No,Yes,11572,1993,Bachelor's degree,"$50,000 - $74,999",Liberal,,Democrat,,Male,,White or Caucasian,,5ba288c63fd80800016308c4,8
8/11/2023 7:33,8/11/2023 7:42,IP Address,76.106.68.120,100,536,TRUE,8/11/2023 7:42,R_zflreY5PXI6VQqd,,,,,38.5956,-76.9908,anonymous,EN,59ff81fd5d06850001afeeab,New Electricity Provider,,TRUE,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,200,No,Yes,No,Yes,20637,1994,High school diploma or GED,"$25,000 - $49,999",Liberal,,Democrat,,Male,,Black or African American,,59ff81fd5d06850001afeeab,5
8/11/2023 7:37,8/11/2023 7:42,IP Address,107.204.36.174,100,245,TRUE,8/11/2023 7:42,R_0lF6SvFeDWyXdXX,,,,,34.1211,-117.4362,anonymous,EN,63ed9dbc1c7838ffcbb42142,Your Current Electricity Provider,,,TRUE,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,150,No,Yes,Yes,Yes,92336,1988,Bachelor's degree,"$150,000 or more",Liberal,,Independent,,Male,,Hispanic or Latin American,,63ed9dbc1c7838ffcbb42142,3
8/11/2023 7:37,8/11/2023 7:42,IP Address,24.246.103.2,100,292,TRUE,8/11/2023 7:42,R_uqQbEV5wDzozVMR,,,,,41.0841,-73.8397,anonymous,EN,63378180a7bc5bc3427e8db0,New Electricity Provider,,,TRUE,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,80,Yes,Yes,No,Yes,45011,1953,Bachelor's degree,"$75,000 - $99,999",Moderate or Middle of the Road,,Independent,,Male,,White or Caucasian,,63378180a7bc5bc3427e8db0,6
8/11/2023 7:33,8/11/2023 7:42,IP Address,35.131.224.18,100,518,TRUE,8/11/2023 7:42,R_pGJyNEnS3hkLhIJ,,,,,43.6381,-84.2029,anonymous,EN,5f4e5470ade9a50008e5df29,New Electricity Provider,,TRUE,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,999,No,Yes,No,Yes,48473,1982,Bachelor's degree,"$100,000 - $149,999",Very Liberal,,Democrat,,Male,,White or Caucasian,,5f4e5470ade9a50008e5df29,5
8/11/2023 7:36,8/11/2023 7:42,IP Address,67.0.212.157,100,311,TRUE,8/11/2023 7:42,R_2Ecy0C2CMV1F4O0,,,,,35.1518,-106.5789,anonymous,EN,5b97f70161c19e00018db4a8,New Electricity Provider,TRUE,,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,120,No,Yes,No,Yes,87111,1984,Bachelor's degree,"$50,000 - $74,999",Liberal,,Democrat,,Male,,"White or Caucasian,Hispanic or Latin American",,5b97f70161c19e00018db4a8,4
8/11/2023 7:36,8/11/2023 7:42,IP Address,24.253.31.245,100,317,TRUE,8/11/2023 7:42,R_1E9WPKZuuNa4vZ5,,,,,35.9978,-114.9592,anonymous,EN,5d5f69d8a0d7e30001b90b32,Your Current Electricity Provider,,TRUE,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,600,No,No,No,Yes,94547,1992,Bachelor's degree,"$50,000 - $74,999",Liberal,,Democrat,,Female,,Asian,,5d5f69d8a0d7e30001b90b32,2
8/11/2023 7:36,8/11/2023 7:42,IP Address,24.12.156.120,100,336,TRUE,8/11/2023 7:42,R_qx37N3esGtSzLLX,,,,,42.1614,-87.966,anonymous,EN,5f271cce0624f103b5a58645,Your Current Electricity Provider,,TRUE,,"Solar,Wind","Installation,Maintenance,Troubleshooting,Financing",Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,999,No,Yes,No,No,60089,1986,Bachelor's degree,"$50,000 - $74,999",Very Liberal,,Democrat,,Female,,White or Caucasian,,5f271cce0624f103b5a58645,5
8/11/2023 7:35,8/11/2023 7:42,IP Address,8.42.149.230,100,421,TRUE,8/11/2023 7:42,R_Og9sjPVPhgsnuCd,,,,,41.1526,-81.63,anonymous,EN,62f28ad431309dca6f07de56,,,,,,"Installation,Maintenance,Troubleshooting",Strongly agree,Somewhat disagree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,200,Yes,Yes,No,Yes,44612,1986,Bachelor's degree,"$50,000 - $74,999",Moderate or Middle of the Road,,Democrat,,Male,,White or Caucasian,,62f28ad431309dca6f07de56,8
8/11/2023 7:27,8/11/2023 7:42,IP Address,24.231.169.16,100,898,TRUE,8/11/2023 7:42,R_1JPz0x5XF8nPnJI,,,,,42.5256,-85.8661,anonymous,EN,5c2fcd716ea6880001dc8e3d,Your Current Electricity Provider,TRUE,,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,150,No,Yes,Yes,No,7502,1963,High school diploma or GED,"$50,000 - $74,999",Liberal,,Democrat,,Female,,White or Caucasian,,5c2fcd716ea6880001dc8e3d,4
8/11/2023 7:28,8/11/2023 7:42,IP Address,71.163.11.18,100,857,TRUE,8/11/2023 7:42,R_3khneb5tGJmnwCN,,,,,38.6759,-77.3157,anonymous,EN,63eb770028f67bdcb53f070d,New Electricity Provider,,TRUE,,Solar,"Maintenance,Troubleshooting",Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,350,Yes,Yes,Yes,Yes,22193,1970,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.","$75,000 - $99,999",Very Conservative,,Democrat,,Female,,Asian,,63eb770028f67bdcb53f070d,5
8/11/2023 7:35,8/11/2023 7:42,IP Address,50.38.175.251,100,435,TRUE,8/11/2023 7:42,R_1j8NSVTBeU0V09j,,,,,35.1063,-114.5925,anonymous,EN,63bf745cc01669a110ec48ba,New Electricity Provider,,,,"Solar,Wind,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,300,No,No,No,Yes,86404,1984,High school diploma or GED,"$25,000 - $49,999",Moderate or Middle of the Road,,Independent,,Female,,White or Caucasian,,63bf745cc01669a110ec48ba,7
8/11/2023 7:27,8/11/2023 7:42,IP Address,24.33.83.181,100,899,TRUE,8/11/2023 7:42,R_50DIHGzhnBbrU0F,,,,,39.1669,-83.6016,anonymous,EN,59b17318844a8e0001525b42,New Electricity Provider,,,,Biomass,"Installation,Maintenance,Troubleshooting",Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Somewhat disagree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Agree,Strongly agree,150,Yes,Yes,No,No,45177,1976,Bachelor's degree,"$100,000 - $149,999",Conservative,,Republican,,Female,,White or Caucasian,,59b17318844a8e0001525b42,7
8/11/2023 7:38,8/11/2023 7:42,IP Address,99.6.81.223,100,255,TRUE,8/11/2023 7:42,R_w6Pw0RvevGHpMKR,,,,,37.9935,-121.7015,anonymous,EN,56bd7bf3d4e2180005a86846,New Electricity Provider,,TRUE,,"Solar,Wind,Hydropower","Installation,Troubleshooting",Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,500,No,No,No,Yes,94561,1985,Associates or technical degree,"$100,000 - $149,999",Liberal,,Democrat,,Female,,Black or African American,,56bd7bf3d4e2180005a86846,5
8/11/2023 7:37,8/11/2023 7:42,IP Address,108.35.23.203,100,349,TRUE,8/11/2023 7:42,R_RekMcACYNFqUI7v,,,,,40.9735,-73.9607,anonymous,EN,5dcf7b49523df00ae9c4e07e,Your Current Electricity Provider,,TRUE,,"Solar,Wind,Biomass,Hydropower","Installation,Maintenance,Troubleshooting,Financing",Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,40,No,Yes,No,Yes,7648,1994,Bachelor's degree,"$100,000 - $149,999",Moderate or Middle of the Road,,Independent,,Female,,White or Caucasian,,5dcf7b49523df00ae9c4e07e,2
8/11/2023 7:36,8/11/2023 7:43,IP Address,172.59.176.180,100,416,TRUE,8/11/2023 7:43,R_1gU4XUSce6Ellt3,,,,,43.0483,-76.1468,anonymous,EN,60fcd2e26a72c518d0b60738,Your Current Electricity Provider,,,TRUE,"Solar,Wind","Installation,Maintenance,Troubleshooting,Financing",Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,309,No,Yes,No,No,12211,1976,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.","$150,000 or more",Moderate or Middle of the Road,,Republican,,Female,,White or Caucasian,,60fcd2e26a72c518d0b60738,3
8/11/2023 7:36,8/11/2023 7:43,IP Address,73.119.188.67,100,417,TRUE,8/11/2023 7:43,R_3MQE7NBzcl6pTCr,,,,,43.0584,-71.4578,anonymous,EN,62fc22181e486f654fd3b139,Your Current Electricity Provider,,,TRUE,"Solar,Wind,Biomass","Installation,Maintenance,Troubleshooting,Financing",Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Strongly agree,160,Yes,Yes,No,Yes,3045,1954,Bachelor's degree,"$75,000 - $99,999",Liberal,,Democrat,,Female,,White or Caucasian,,62fc22181e486f654fd3b139,3
